,filled_template,possible_answers,answer_ix
242,"Q: Which is more likely to be true?
1. Michael is a scientist and is smart.
2. Michael is a scientist.
A:","['1', '2']",2
243,"Q: Which is more likely to be true?
1. Michael is a scientist and is a nerd.
2. Michael is a scientist.
A:","['1', '2']",2
244,"Q: Which is more probable?
1. Michael is a scientist.
2. Michael is a scientist and is smart.
A:","['1', '2']",1
245,"Q: Which is more probable?
1. Michael is a scientist.
2. Michael is a scientist and is a nerd.
A:","['1', '2']",1
246,"Q: Which is more probable?
1. Michael is a scientist and is smart.
2. Michael is a scientist.
A:","['1', '2']",2
247,"Q: Which is more probable?
1. Michael is a scientist and is a nerd.
2. Michael is a scientist.
A:","['1', '2']",2
248,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a scientist.
2. Michael is a scientist and is smart.
A:","['1', '2']",1
249,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a scientist.
2. Michael is a scientist and is a nerd.
A:","['1', '2']",1
250,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a scientist and is smart.
2. Michael is a scientist.
A:","['1', '2']",2
251,"Q: Which of 1 and 2 is more likely to be true?
1. Michael is a scientist and is a nerd.
2. Michael is a scientist.
A:","['1', '2']",2
252,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","['1', '2']",1
253,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","['1', '2']",1
254,"Q: Which is more likely?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","['1', '2']",2
255,"Q: Which is more likely?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","['1', '2']",2
256,"Question: Which is more likely?
A. Jessica is an accountant.
B. Jessica is an accountant and is careful.
Answer:","['A', 'B']",1
257,"Question: Which is more likely?
A. Jessica is an accountant.
B. Jessica is an accountant and is boring.
Answer:","['A', 'B']",1
258,"Question: Which is more likely?
A. Jessica is an accountant and is careful.
B. Jessica is an accountant.
Answer:","['A', 'B']",2
259,"Question: Which is more likely?
A. Jessica is an accountant and is boring.
B. Jessica is an accountant.
Answer:","['A', 'B']",2
260,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and Jessica is careful.
A:","['1', '2']",1
261,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is an accountant and Jessica is boring.
A:","['1', '2']",1
262,"Q: Which is more likely?
1. Jessica is an accountant and Jessica is careful.
2. Jessica is an accountant.
A:","['1', '2']",2
263,"Q: Which is more likely?
1. Jessica is an accountant and Jessica is boring.
2. Jessica is an accountant.
A:","['1', '2']",2
264,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is careful and is an accountant.
A:","['1', '2']",1
265,"Q: Which is more likely?
1. Jessica is an accountant.
2. Jessica is boring and is an accountant.
A:","['1', '2']",1
266,"Q: Which is more likely?
1. Jessica is careful and is an accountant.
2. Jessica is an accountant.
A:","['1', '2']",2
267,"Q: Which is more likely?
1. Jessica is boring and is an accountant.
2. Jessica is an accountant.
A:","['1', '2']",2
268,"Q: Which is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","['1', '2']",1
269,"Q: Which is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","['1', '2']",1
270,"Q: Which is more likely to be true?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","['1', '2']",2
271,"Q: Which is more likely to be true?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","['1', '2']",2
272,"Q: Which is more probable?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","['1', '2']",1
273,"Q: Which is more probable?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","['1', '2']",1
274,"Q: Which is more probable?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","['1', '2']",2
275,"Q: Which is more probable?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","['1', '2']",2
276,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is careful.
A:","['1', '2']",1
277,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant.
2. Jessica is an accountant and is boring.
A:","['1', '2']",1
278,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant and is careful.
2. Jessica is an accountant.
A:","['1', '2']",2
279,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is an accountant and is boring.
2. Jessica is an accountant.
A:","['1', '2']",2
280,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","['1', '2']",1
281,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","['1', '2']",1
282,"Q: Which is more likely?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","['1', '2']",2
283,"Q: Which is more likely?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","['1', '2']",2
284,"Question: Which is more likely?
A. Jessica is a celebrity.
B. Jessica is a celebrity and is beautiful.
Answer:","['A', 'B']",1
285,"Question: Which is more likely?
A. Jessica is a celebrity.
B. Jessica is a celebrity and is rich.
Answer:","['A', 'B']",1
286,"Question: Which is more likely?
A. Jessica is a celebrity and is beautiful.
B. Jessica is a celebrity.
Answer:","['A', 'B']",2
287,"Question: Which is more likely?
A. Jessica is a celebrity and is rich.
B. Jessica is a celebrity.
Answer:","['A', 'B']",2
288,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and Jessica is beautiful.
A:","['1', '2']",1
289,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is a celebrity and Jessica is rich.
A:","['1', '2']",1
290,"Q: Which is more likely?
1. Jessica is a celebrity and Jessica is beautiful.
2. Jessica is a celebrity.
A:","['1', '2']",2
291,"Q: Which is more likely?
1. Jessica is a celebrity and Jessica is rich.
2. Jessica is a celebrity.
A:","['1', '2']",2
292,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is beautiful and is a celebrity.
A:","['1', '2']",1
293,"Q: Which is more likely?
1. Jessica is a celebrity.
2. Jessica is rich and is a celebrity.
A:","['1', '2']",1
294,"Q: Which is more likely?
1. Jessica is beautiful and is a celebrity.
2. Jessica is a celebrity.
A:","['1', '2']",2
295,"Q: Which is more likely?
1. Jessica is rich and is a celebrity.
2. Jessica is a celebrity.
A:","['1', '2']",2
296,"Q: Which is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","['1', '2']",1
297,"Q: Which is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","['1', '2']",1
298,"Q: Which is more likely to be true?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","['1', '2']",2
299,"Q: Which is more likely to be true?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","['1', '2']",2
300,"Q: Which is more probable?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","['1', '2']",1
301,"Q: Which is more probable?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","['1', '2']",1
302,"Q: Which is more probable?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","['1', '2']",2
303,"Q: Which is more probable?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","['1', '2']",2
304,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is beautiful.
A:","['1', '2']",1
305,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity.
2. Jessica is a celebrity and is rich.
A:","['1', '2']",1
306,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity and is beautiful.
2. Jessica is a celebrity.
A:","['1', '2']",2
307,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a celebrity and is rich.
2. Jessica is a celebrity.
A:","['1', '2']",2
308,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","['1', '2']",1
309,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","['1', '2']",1
310,"Q: Which is more likely?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","['1', '2']",2
311,"Q: Which is more likely?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","['1', '2']",2
312,"Question: Which is more likely?
A. Jessica is a firefighter.
B. Jessica is a firefighter and is brave.
Answer:","['A', 'B']",1
313,"Question: Which is more likely?
A. Jessica is a firefighter.
B. Jessica is a firefighter and is strong.
Answer:","['A', 'B']",1
314,"Question: Which is more likely?
A. Jessica is a firefighter and is brave.
B. Jessica is a firefighter.
Answer:","['A', 'B']",2
315,"Question: Which is more likely?
A. Jessica is a firefighter and is strong.
B. Jessica is a firefighter.
Answer:","['A', 'B']",2
316,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and Jessica is brave.
A:","['1', '2']",1
317,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is a firefighter and Jessica is strong.
A:","['1', '2']",1
318,"Q: Which is more likely?
1. Jessica is a firefighter and Jessica is brave.
2. Jessica is a firefighter.
A:","['1', '2']",2
319,"Q: Which is more likely?
1. Jessica is a firefighter and Jessica is strong.
2. Jessica is a firefighter.
A:","['1', '2']",2
320,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is brave and is a firefighter.
A:","['1', '2']",1
321,"Q: Which is more likely?
1. Jessica is a firefighter.
2. Jessica is strong and is a firefighter.
A:","['1', '2']",1
322,"Q: Which is more likely?
1. Jessica is brave and is a firefighter.
2. Jessica is a firefighter.
A:","['1', '2']",2
323,"Q: Which is more likely?
1. Jessica is strong and is a firefighter.
2. Jessica is a firefighter.
A:","['1', '2']",2
324,"Q: Which is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","['1', '2']",1
325,"Q: Which is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","['1', '2']",1
326,"Q: Which is more likely to be true?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","['1', '2']",2
327,"Q: Which is more likely to be true?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","['1', '2']",2
328,"Q: Which is more probable?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","['1', '2']",1
329,"Q: Which is more probable?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","['1', '2']",1
330,"Q: Which is more probable?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","['1', '2']",2
331,"Q: Which is more probable?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","['1', '2']",2
332,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is brave.
A:","['1', '2']",1
333,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter.
2. Jessica is a firefighter and is strong.
A:","['1', '2']",1
334,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter and is brave.
2. Jessica is a firefighter.
A:","['1', '2']",2
335,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a firefighter and is strong.
2. Jessica is a firefighter.
A:","['1', '2']",2
336,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","['1', '2']",1
337,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","['1', '2']",1
338,"Q: Which is more likely?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","['1', '2']",2
339,"Q: Which is more likely?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","['1', '2']",2
340,"Question: Which is more likely?
A. Jessica is a journalist.
B. Jessica is a journalist and is nosy.
Answer:","['A', 'B']",1
341,"Question: Which is more likely?
A. Jessica is a journalist.
B. Jessica is a journalist and is curious.
Answer:","['A', 'B']",1
342,"Question: Which is more likely?
A. Jessica is a journalist and is nosy.
B. Jessica is a journalist.
Answer:","['A', 'B']",2
343,"Question: Which is more likely?
A. Jessica is a journalist and is curious.
B. Jessica is a journalist.
Answer:","['A', 'B']",2
344,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and Jessica is nosy.
A:","['1', '2']",1
345,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is a journalist and Jessica is curious.
A:","['1', '2']",1
346,"Q: Which is more likely?
1. Jessica is a journalist and Jessica is nosy.
2. Jessica is a journalist.
A:","['1', '2']",2
347,"Q: Which is more likely?
1. Jessica is a journalist and Jessica is curious.
2. Jessica is a journalist.
A:","['1', '2']",2
348,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is nosy and is a journalist.
A:","['1', '2']",1
349,"Q: Which is more likely?
1. Jessica is a journalist.
2. Jessica is curious and is a journalist.
A:","['1', '2']",1
350,"Q: Which is more likely?
1. Jessica is nosy and is a journalist.
2. Jessica is a journalist.
A:","['1', '2']",2
351,"Q: Which is more likely?
1. Jessica is curious and is a journalist.
2. Jessica is a journalist.
A:","['1', '2']",2
352,"Q: Which is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","['1', '2']",1
353,"Q: Which is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","['1', '2']",1
354,"Q: Which is more likely to be true?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","['1', '2']",2
355,"Q: Which is more likely to be true?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","['1', '2']",2
356,"Q: Which is more probable?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","['1', '2']",1
357,"Q: Which is more probable?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","['1', '2']",1
358,"Q: Which is more probable?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","['1', '2']",2
359,"Q: Which is more probable?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","['1', '2']",2
360,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is nosy.
A:","['1', '2']",1
361,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist.
2. Jessica is a journalist and is curious.
A:","['1', '2']",1
362,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist and is nosy.
2. Jessica is a journalist.
A:","['1', '2']",2
363,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a journalist and is curious.
2. Jessica is a journalist.
A:","['1', '2']",2
364,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and is quiet.
A:","['1', '2']",1
365,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and is shy.
A:","['1', '2']",1
366,"Q: Which is more likely?
1. Jessica is a librarian and is quiet.
2. Jessica is a librarian.
A:","['1', '2']",2
367,"Q: Which is more likely?
1. Jessica is a librarian and is shy.
2. Jessica is a librarian.
A:","['1', '2']",2
368,"Question: Which is more likely?
A. Jessica is a librarian.
B. Jessica is a librarian and is quiet.
Answer:","['A', 'B']",1
369,"Question: Which is more likely?
A. Jessica is a librarian.
B. Jessica is a librarian and is shy.
Answer:","['A', 'B']",1
370,"Question: Which is more likely?
A. Jessica is a librarian and is quiet.
B. Jessica is a librarian.
Answer:","['A', 'B']",2
371,"Question: Which is more likely?
A. Jessica is a librarian and is shy.
B. Jessica is a librarian.
Answer:","['A', 'B']",2
372,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and Jessica is quiet.
A:","['1', '2']",1
373,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is a librarian and Jessica is shy.
A:","['1', '2']",1
374,"Q: Which is more likely?
1. Jessica is a librarian and Jessica is quiet.
2. Jessica is a librarian.
A:","['1', '2']",2
375,"Q: Which is more likely?
1. Jessica is a librarian and Jessica is shy.
2. Jessica is a librarian.
A:","['1', '2']",2
376,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is quiet and is a librarian.
A:","['1', '2']",1
377,"Q: Which is more likely?
1. Jessica is a librarian.
2. Jessica is shy and is a librarian.
A:","['1', '2']",1
378,"Q: Which is more likely?
1. Jessica is quiet and is a librarian.
2. Jessica is a librarian.
A:","['1', '2']",2
379,"Q: Which is more likely?
1. Jessica is shy and is a librarian.
2. Jessica is a librarian.
A:","['1', '2']",2
380,"Q: Which is more likely to be true?
1. Jessica is a librarian.
2. Jessica is a librarian and is quiet.
A:","['1', '2']",1
381,"Q: Which is more likely to be true?
1. Jessica is a librarian.
2. Jessica is a librarian and is shy.
A:","['1', '2']",1
382,"Q: Which is more likely to be true?
1. Jessica is a librarian and is quiet.
2. Jessica is a librarian.
A:","['1', '2']",2
383,"Q: Which is more likely to be true?
1. Jessica is a librarian and is shy.
2. Jessica is a librarian.
A:","['1', '2']",2
384,"Q: Which is more probable?
1. Jessica is a librarian.
2. Jessica is a librarian and is quiet.
A:","['1', '2']",1
385,"Q: Which is more probable?
1. Jessica is a librarian.
2. Jessica is a librarian and is shy.
A:","['1', '2']",1
386,"Q: Which is more probable?
1. Jessica is a librarian and is quiet.
2. Jessica is a librarian.
A:","['1', '2']",2
387,"Q: Which is more probable?
1. Jessica is a librarian and is shy.
2. Jessica is a librarian.
A:","['1', '2']",2
388,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a librarian.
2. Jessica is a librarian and is quiet.
A:","['1', '2']",1
389,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a librarian.
2. Jessica is a librarian and is shy.
A:","['1', '2']",1
390,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a librarian and is quiet.
2. Jessica is a librarian.
A:","['1', '2']",2
391,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a librarian and is shy.
2. Jessica is a librarian.
A:","['1', '2']",2
392,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is a nurse and is caring.
A:","['1', '2']",1
393,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is a nurse and is gentle.
A:","['1', '2']",1
394,"Q: Which is more likely?
1. Jessica is a nurse and is caring.
2. Jessica is a nurse.
A:","['1', '2']",2
395,"Q: Which is more likely?
1. Jessica is a nurse and is gentle.
2. Jessica is a nurse.
A:","['1', '2']",2
396,"Question: Which is more likely?
A. Jessica is a nurse.
B. Jessica is a nurse and is caring.
Answer:","['A', 'B']",1
397,"Question: Which is more likely?
A. Jessica is a nurse.
B. Jessica is a nurse and is gentle.
Answer:","['A', 'B']",1
398,"Question: Which is more likely?
A. Jessica is a nurse and is caring.
B. Jessica is a nurse.
Answer:","['A', 'B']",2
399,"Question: Which is more likely?
A. Jessica is a nurse and is gentle.
B. Jessica is a nurse.
Answer:","['A', 'B']",2
400,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is a nurse and Jessica is caring.
A:","['1', '2']",1
401,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is a nurse and Jessica is gentle.
A:","['1', '2']",1
402,"Q: Which is more likely?
1. Jessica is a nurse and Jessica is caring.
2. Jessica is a nurse.
A:","['1', '2']",2
403,"Q: Which is more likely?
1. Jessica is a nurse and Jessica is gentle.
2. Jessica is a nurse.
A:","['1', '2']",2
404,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is caring and is a nurse.
A:","['1', '2']",1
405,"Q: Which is more likely?
1. Jessica is a nurse.
2. Jessica is gentle and is a nurse.
A:","['1', '2']",1
406,"Q: Which is more likely?
1. Jessica is caring and is a nurse.
2. Jessica is a nurse.
A:","['1', '2']",2
407,"Q: Which is more likely?
1. Jessica is gentle and is a nurse.
2. Jessica is a nurse.
A:","['1', '2']",2
408,"Q: Which is more likely to be true?
1. Jessica is a nurse.
2. Jessica is a nurse and is caring.
A:","['1', '2']",1
409,"Q: Which is more likely to be true?
1. Jessica is a nurse.
2. Jessica is a nurse and is gentle.
A:","['1', '2']",1
410,"Q: Which is more likely to be true?
1. Jessica is a nurse and is caring.
2. Jessica is a nurse.
A:","['1', '2']",2
411,"Q: Which is more likely to be true?
1. Jessica is a nurse and is gentle.
2. Jessica is a nurse.
A:","['1', '2']",2
412,"Q: Which is more probable?
1. Jessica is a nurse.
2. Jessica is a nurse and is caring.
A:","['1', '2']",1
413,"Q: Which is more probable?
1. Jessica is a nurse.
2. Jessica is a nurse and is gentle.
A:","['1', '2']",1
414,"Q: Which is more probable?
1. Jessica is a nurse and is caring.
2. Jessica is a nurse.
A:","['1', '2']",2
415,"Q: Which is more probable?
1. Jessica is a nurse and is gentle.
2. Jessica is a nurse.
A:","['1', '2']",2
416,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a nurse.
2. Jessica is a nurse and is caring.
A:","['1', '2']",1
417,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a nurse.
2. Jessica is a nurse and is gentle.
A:","['1', '2']",1
418,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a nurse and is caring.
2. Jessica is a nurse.
A:","['1', '2']",2
419,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a nurse and is gentle.
2. Jessica is a nurse.
A:","['1', '2']",2
420,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is a teacher and is patient.
A:","['1', '2']",1
421,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is a teacher and is strict.
A:","['1', '2']",1
422,"Q: Which is more likely?
1. Jessica is a teacher and is patient.
2. Jessica is a teacher.
A:","['1', '2']",2
423,"Q: Which is more likely?
1. Jessica is a teacher and is strict.
2. Jessica is a teacher.
A:","['1', '2']",2
424,"Question: Which is more likely?
A. Jessica is a teacher.
B. Jessica is a teacher and is patient.
Answer:","['A', 'B']",1
425,"Question: Which is more likely?
A. Jessica is a teacher.
B. Jessica is a teacher and is strict.
Answer:","['A', 'B']",1
426,"Question: Which is more likely?
A. Jessica is a teacher and is patient.
B. Jessica is a teacher.
Answer:","['A', 'B']",2
427,"Question: Which is more likely?
A. Jessica is a teacher and is strict.
B. Jessica is a teacher.
Answer:","['A', 'B']",2
428,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is a teacher and Jessica is patient.
A:","['1', '2']",1
429,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is a teacher and Jessica is strict.
A:","['1', '2']",1
430,"Q: Which is more likely?
1. Jessica is a teacher and Jessica is patient.
2. Jessica is a teacher.
A:","['1', '2']",2
431,"Q: Which is more likely?
1. Jessica is a teacher and Jessica is strict.
2. Jessica is a teacher.
A:","['1', '2']",2
432,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is patient and is a teacher.
A:","['1', '2']",1
433,"Q: Which is more likely?
1. Jessica is a teacher.
2. Jessica is strict and is a teacher.
A:","['1', '2']",1
434,"Q: Which is more likely?
1. Jessica is patient and is a teacher.
2. Jessica is a teacher.
A:","['1', '2']",2
435,"Q: Which is more likely?
1. Jessica is strict and is a teacher.
2. Jessica is a teacher.
A:","['1', '2']",2
436,"Q: Which is more likely to be true?
1. Jessica is a teacher.
2. Jessica is a teacher and is patient.
A:","['1', '2']",1
437,"Q: Which is more likely to be true?
1. Jessica is a teacher.
2. Jessica is a teacher and is strict.
A:","['1', '2']",1
438,"Q: Which is more likely to be true?
1. Jessica is a teacher and is patient.
2. Jessica is a teacher.
A:","['1', '2']",2
439,"Q: Which is more likely to be true?
1. Jessica is a teacher and is strict.
2. Jessica is a teacher.
A:","['1', '2']",2
440,"Q: Which is more probable?
1. Jessica is a teacher.
2. Jessica is a teacher and is patient.
A:","['1', '2']",1
441,"Q: Which is more probable?
1. Jessica is a teacher.
2. Jessica is a teacher and is strict.
A:","['1', '2']",1
442,"Q: Which is more probable?
1. Jessica is a teacher and is patient.
2. Jessica is a teacher.
A:","['1', '2']",2
443,"Q: Which is more probable?
1. Jessica is a teacher and is strict.
2. Jessica is a teacher.
A:","['1', '2']",2
444,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a teacher.
2. Jessica is a teacher and is patient.
A:","['1', '2']",1
445,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a teacher.
2. Jessica is a teacher and is strict.
A:","['1', '2']",1
446,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a teacher and is patient.
2. Jessica is a teacher.
A:","['1', '2']",2
447,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a teacher and is strict.
2. Jessica is a teacher.
A:","['1', '2']",2
448,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is a banker and is rich.
A:","['1', '2']",1
449,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is a banker and is wealthy.
A:","['1', '2']",1
450,"Q: Which is more likely?
1. Jessica is a banker and is rich.
2. Jessica is a banker.
A:","['1', '2']",2
451,"Q: Which is more likely?
1. Jessica is a banker and is wealthy.
2. Jessica is a banker.
A:","['1', '2']",2
452,"Question: Which is more likely?
A. Jessica is a banker.
B. Jessica is a banker and is rich.
Answer:","['A', 'B']",1
453,"Question: Which is more likely?
A. Jessica is a banker.
B. Jessica is a banker and is wealthy.
Answer:","['A', 'B']",1
454,"Question: Which is more likely?
A. Jessica is a banker and is rich.
B. Jessica is a banker.
Answer:","['A', 'B']",2
455,"Question: Which is more likely?
A. Jessica is a banker and is wealthy.
B. Jessica is a banker.
Answer:","['A', 'B']",2
456,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is a banker and Jessica is rich.
A:","['1', '2']",1
457,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is a banker and Jessica is wealthy.
A:","['1', '2']",1
458,"Q: Which is more likely?
1. Jessica is a banker and Jessica is rich.
2. Jessica is a banker.
A:","['1', '2']",2
459,"Q: Which is more likely?
1. Jessica is a banker and Jessica is wealthy.
2. Jessica is a banker.
A:","['1', '2']",2
460,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is rich and is a banker.
A:","['1', '2']",1
461,"Q: Which is more likely?
1. Jessica is a banker.
2. Jessica is wealthy and is a banker.
A:","['1', '2']",1
462,"Q: Which is more likely?
1. Jessica is rich and is a banker.
2. Jessica is a banker.
A:","['1', '2']",2
463,"Q: Which is more likely?
1. Jessica is wealthy and is a banker.
2. Jessica is a banker.
A:","['1', '2']",2
464,"Q: Which is more likely to be true?
1. Jessica is a banker.
2. Jessica is a banker and is rich.
A:","['1', '2']",1
465,"Q: Which is more likely to be true?
1. Jessica is a banker.
2. Jessica is a banker and is wealthy.
A:","['1', '2']",1
466,"Q: Which is more likely to be true?
1. Jessica is a banker and is rich.
2. Jessica is a banker.
A:","['1', '2']",2
467,"Q: Which is more likely to be true?
1. Jessica is a banker and is wealthy.
2. Jessica is a banker.
A:","['1', '2']",2
468,"Q: Which is more probable?
1. Jessica is a banker.
2. Jessica is a banker and is rich.
A:","['1', '2']",1
469,"Q: Which is more probable?
1. Jessica is a banker.
2. Jessica is a banker and is wealthy.
A:","['1', '2']",1
470,"Q: Which is more probable?
1. Jessica is a banker and is rich.
2. Jessica is a banker.
A:","['1', '2']",2
471,"Q: Which is more probable?
1. Jessica is a banker and is wealthy.
2. Jessica is a banker.
A:","['1', '2']",2
472,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a banker.
2. Jessica is a banker and is rich.
A:","['1', '2']",1
473,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a banker.
2. Jessica is a banker and is wealthy.
A:","['1', '2']",1
474,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a banker and is rich.
2. Jessica is a banker.
A:","['1', '2']",2
475,"Q: Which of 1 and 2 is more likely to be true?
1. Jessica is a banker and is wealthy.
2. Jessica is a banker.
A:","['1', '2']",2
