,filled_template,possible_answers,answer_ix
245,"Q: Is the following sentence positive or negative? Michael does not appreciate math
A: The sentence is","[' positive', ' negative']",1
246,"Q: What is the sentiment of this sentence? Michael appreciates math
A: The sentiment of the sentence is","[' positive', ' negative']",0
247,"Q: What is the sentiment of this sentence? Michael does not appreciate math
A: The sentiment of the sentence is","[' positive', ' negative']",1
248,"Q: Is the sentiment of this sentence positive or negative? Michael appreciates math
A: The sentence is","[' positive', ' negative']",0
249,"Q: Is the sentiment of this sentence positive or negative? Michael does not appreciate math
A: The sentence is","[' positive', ' negative']",1
250,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
251,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
252,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves running
A: The sentiment of the sentence is","[' positive', ' negative']",0
253,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates running
A: The sentiment of the sentence is","[' positive', ' negative']",1
254,"Q: Is the following sentence positive or negative? Jessica loves running
A: The sentence is","[' positive', ' negative']",0
255,"Q: Is the following sentence positive or negative? Jessica hates running
A: The sentence is","[' positive', ' negative']",1
256,"Q: What is the sentiment of this sentence? Jessica loves running
A: The sentiment of the sentence is","[' positive', ' negative']",0
257,"Q: What is the sentiment of this sentence? Jessica hates running
A: The sentiment of the sentence is","[' positive', ' negative']",1
258,"Q: Is the sentiment of this sentence positive or negative? Jessica loves running
A: The sentence is","[' positive', ' negative']",0
259,"Q: Is the sentiment of this sentence positive or negative? Jessica hates running
A: The sentence is","[' positive', ' negative']",1
260,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
261,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
262,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
263,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
264,"Q: Is the following sentence positive or negative? Jessica loves being outside
A: The sentence is","[' positive', ' negative']",0
265,"Q: Is the following sentence positive or negative? Jessica hates being outside
A: The sentence is","[' positive', ' negative']",1
266,"Q: What is the sentiment of this sentence? Jessica loves being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
267,"Q: What is the sentiment of this sentence? Jessica hates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
268,"Q: Is the sentiment of this sentence positive or negative? Jessica loves being outside
A: The sentence is","[' positive', ' negative']",0
269,"Q: Is the sentiment of this sentence positive or negative? Jessica hates being outside
A: The sentence is","[' positive', ' negative']",1
270,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
271,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
272,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves music
A: The sentiment of the sentence is","[' positive', ' negative']",0
273,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates music
A: The sentiment of the sentence is","[' positive', ' negative']",1
274,"Q: Is the following sentence positive or negative? Jessica loves music
A: The sentence is","[' positive', ' negative']",0
275,"Q: Is the following sentence positive or negative? Jessica hates music
A: The sentence is","[' positive', ' negative']",1
276,"Q: What is the sentiment of this sentence? Jessica loves music
A: The sentiment of the sentence is","[' positive', ' negative']",0
277,"Q: What is the sentiment of this sentence? Jessica hates music
A: The sentiment of the sentence is","[' positive', ' negative']",1
278,"Q: Is the sentiment of this sentence positive or negative? Jessica loves music
A: The sentence is","[' positive', ' negative']",0
279,"Q: Is the sentiment of this sentence positive or negative? Jessica hates music
A: The sentence is","[' positive', ' negative']",1
280,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
281,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
282,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
283,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
284,"Q: Is the following sentence positive or negative? Jessica loves modern art
A: The sentence is","[' positive', ' negative']",0
285,"Q: Is the following sentence positive or negative? Jessica hates modern art
A: The sentence is","[' positive', ' negative']",1
286,"Q: What is the sentiment of this sentence? Jessica loves modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
287,"Q: What is the sentiment of this sentence? Jessica hates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
288,"Q: Is the sentiment of this sentence positive or negative? Jessica loves modern art
A: The sentence is","[' positive', ' negative']",0
289,"Q: Is the sentiment of this sentence positive or negative? Jessica hates modern art
A: The sentence is","[' positive', ' negative']",1
290,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
291,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
292,"Q: Classify the sentiment of this sentence as positive or negative: Jessica loves math
A: The sentiment of the sentence is","[' positive', ' negative']",0
293,"Q: Classify the sentiment of this sentence as positive or negative: Jessica hates math
A: The sentiment of the sentence is","[' positive', ' negative']",1
294,"Q: Is the following sentence positive or negative? Jessica loves math
A: The sentence is","[' positive', ' negative']",0
295,"Q: Is the following sentence positive or negative? Jessica hates math
A: The sentence is","[' positive', ' negative']",1
296,"Q: What is the sentiment of this sentence? Jessica loves math
A: The sentiment of the sentence is","[' positive', ' negative']",0
297,"Q: What is the sentiment of this sentence? Jessica hates math
A: The sentiment of the sentence is","[' positive', ' negative']",1
298,"Q: Is the sentiment of this sentence positive or negative? Jessica loves math
A: The sentence is","[' positive', ' negative']",0
299,"Q: Is the sentiment of this sentence positive or negative? Jessica hates math
A: The sentence is","[' positive', ' negative']",1
300,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
301,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
302,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes running
A: The sentiment of the sentence is","[' positive', ' negative']",0
303,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes running
A: The sentiment of the sentence is","[' positive', ' negative']",1
304,"Q: Is the following sentence positive or negative? Jessica likes running
A: The sentence is","[' positive', ' negative']",0
305,"Q: Is the following sentence positive or negative? Jessica dislikes running
A: The sentence is","[' positive', ' negative']",1
306,"Q: What is the sentiment of this sentence? Jessica likes running
A: The sentiment of the sentence is","[' positive', ' negative']",0
307,"Q: What is the sentiment of this sentence? Jessica dislikes running
A: The sentiment of the sentence is","[' positive', ' negative']",1
308,"Q: Is the sentiment of this sentence positive or negative? Jessica likes running
A: The sentence is","[' positive', ' negative']",0
309,"Q: Is the sentiment of this sentence positive or negative? Jessica dislikes running
A: The sentence is","[' positive', ' negative']",1
310,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
311,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
312,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
313,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
314,"Q: Is the following sentence positive or negative? Jessica likes being outside
A: The sentence is","[' positive', ' negative']",0
315,"Q: Is the following sentence positive or negative? Jessica dislikes being outside
A: The sentence is","[' positive', ' negative']",1
316,"Q: What is the sentiment of this sentence? Jessica likes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
317,"Q: What is the sentiment of this sentence? Jessica dislikes being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
318,"Q: Is the sentiment of this sentence positive or negative? Jessica likes being outside
A: The sentence is","[' positive', ' negative']",0
319,"Q: Is the sentiment of this sentence positive or negative? Jessica dislikes being outside
A: The sentence is","[' positive', ' negative']",1
320,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
321,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
322,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes music
A: The sentiment of the sentence is","[' positive', ' negative']",0
323,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes music
A: The sentiment of the sentence is","[' positive', ' negative']",1
324,"Q: Is the following sentence positive or negative? Jessica likes music
A: The sentence is","[' positive', ' negative']",0
325,"Q: Is the following sentence positive or negative? Jessica dislikes music
A: The sentence is","[' positive', ' negative']",1
326,"Q: What is the sentiment of this sentence? Jessica likes music
A: The sentiment of the sentence is","[' positive', ' negative']",0
327,"Q: What is the sentiment of this sentence? Jessica dislikes music
A: The sentiment of the sentence is","[' positive', ' negative']",1
328,"Q: Is the sentiment of this sentence positive or negative? Jessica likes music
A: The sentence is","[' positive', ' negative']",0
329,"Q: Is the sentiment of this sentence positive or negative? Jessica dislikes music
A: The sentence is","[' positive', ' negative']",1
330,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
331,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
332,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
333,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
334,"Q: Is the following sentence positive or negative? Jessica likes modern art
A: The sentence is","[' positive', ' negative']",0
335,"Q: Is the following sentence positive or negative? Jessica dislikes modern art
A: The sentence is","[' positive', ' negative']",1
336,"Q: What is the sentiment of this sentence? Jessica likes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
337,"Q: What is the sentiment of this sentence? Jessica dislikes modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
338,"Q: Is the sentiment of this sentence positive or negative? Jessica likes modern art
A: The sentence is","[' positive', ' negative']",0
339,"Q: Is the sentiment of this sentence positive or negative? Jessica dislikes modern art
A: The sentence is","[' positive', ' negative']",1
340,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
341,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
342,"Q: Classify the sentiment of this sentence as positive or negative: Jessica likes math
A: The sentiment of the sentence is","[' positive', ' negative']",0
343,"Q: Classify the sentiment of this sentence as positive or negative: Jessica dislikes math
A: The sentiment of the sentence is","[' positive', ' negative']",1
344,"Q: Is the following sentence positive or negative? Jessica likes math
A: The sentence is","[' positive', ' negative']",0
345,"Q: Is the following sentence positive or negative? Jessica dislikes math
A: The sentence is","[' positive', ' negative']",1
346,"Q: What is the sentiment of this sentence? Jessica likes math
A: The sentiment of the sentence is","[' positive', ' negative']",0
347,"Q: What is the sentiment of this sentence? Jessica dislikes math
A: The sentiment of the sentence is","[' positive', ' negative']",1
348,"Q: Is the sentiment of this sentence positive or negative? Jessica likes math
A: The sentence is","[' positive', ' negative']",0
349,"Q: Is the sentiment of this sentence positive or negative? Jessica dislikes math
A: The sentence is","[' positive', ' negative']",1
350,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
351,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
352,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys running
A: The sentiment of the sentence is","[' positive', ' negative']",0
353,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy running
A: The sentiment of the sentence is","[' positive', ' negative']",1
354,"Q: Is the following sentence positive or negative? Jessica enjoys running
A: The sentence is","[' positive', ' negative']",0
355,"Q: Is the following sentence positive or negative? Jessica does not enjoy running
A: The sentence is","[' positive', ' negative']",1
356,"Q: What is the sentiment of this sentence? Jessica enjoys running
A: The sentiment of the sentence is","[' positive', ' negative']",0
357,"Q: What is the sentiment of this sentence? Jessica does not enjoy running
A: The sentiment of the sentence is","[' positive', ' negative']",1
358,"Q: Is the sentiment of this sentence positive or negative? Jessica enjoys running
A: The sentence is","[' positive', ' negative']",0
359,"Q: Is the sentiment of this sentence positive or negative? Jessica does not enjoy running
A: The sentence is","[' positive', ' negative']",1
360,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
361,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
362,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
363,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
364,"Q: Is the following sentence positive or negative? Jessica enjoys being outside
A: The sentence is","[' positive', ' negative']",0
365,"Q: Is the following sentence positive or negative? Jessica does not enjoy being outside
A: The sentence is","[' positive', ' negative']",1
366,"Q: What is the sentiment of this sentence? Jessica enjoys being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
367,"Q: What is the sentiment of this sentence? Jessica does not enjoy being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
368,"Q: Is the sentiment of this sentence positive or negative? Jessica enjoys being outside
A: The sentence is","[' positive', ' negative']",0
369,"Q: Is the sentiment of this sentence positive or negative? Jessica does not enjoy being outside
A: The sentence is","[' positive', ' negative']",1
370,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
371,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
372,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys music
A: The sentiment of the sentence is","[' positive', ' negative']",0
373,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy music
A: The sentiment of the sentence is","[' positive', ' negative']",1
374,"Q: Is the following sentence positive or negative? Jessica enjoys music
A: The sentence is","[' positive', ' negative']",0
375,"Q: Is the following sentence positive or negative? Jessica does not enjoy music
A: The sentence is","[' positive', ' negative']",1
376,"Q: What is the sentiment of this sentence? Jessica enjoys music
A: The sentiment of the sentence is","[' positive', ' negative']",0
377,"Q: What is the sentiment of this sentence? Jessica does not enjoy music
A: The sentiment of the sentence is","[' positive', ' negative']",1
378,"Q: Is the sentiment of this sentence positive or negative? Jessica enjoys music
A: The sentence is","[' positive', ' negative']",0
379,"Q: Is the sentiment of this sentence positive or negative? Jessica does not enjoy music
A: The sentence is","[' positive', ' negative']",1
380,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
381,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
382,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
383,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
384,"Q: Is the following sentence positive or negative? Jessica enjoys modern art
A: The sentence is","[' positive', ' negative']",0
385,"Q: Is the following sentence positive or negative? Jessica does not enjoy modern art
A: The sentence is","[' positive', ' negative']",1
386,"Q: What is the sentiment of this sentence? Jessica enjoys modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
387,"Q: What is the sentiment of this sentence? Jessica does not enjoy modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
388,"Q: Is the sentiment of this sentence positive or negative? Jessica enjoys modern art
A: The sentence is","[' positive', ' negative']",0
389,"Q: Is the sentiment of this sentence positive or negative? Jessica does not enjoy modern art
A: The sentence is","[' positive', ' negative']",1
390,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
391,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
392,"Q: Classify the sentiment of this sentence as positive or negative: Jessica enjoys math
A: The sentiment of the sentence is","[' positive', ' negative']",0
393,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not enjoy math
A: The sentiment of the sentence is","[' positive', ' negative']",1
394,"Q: Is the following sentence positive or negative? Jessica enjoys math
A: The sentence is","[' positive', ' negative']",0
395,"Q: Is the following sentence positive or negative? Jessica does not enjoy math
A: The sentence is","[' positive', ' negative']",1
396,"Q: What is the sentiment of this sentence? Jessica enjoys math
A: The sentiment of the sentence is","[' positive', ' negative']",0
397,"Q: What is the sentiment of this sentence? Jessica does not enjoy math
A: The sentiment of the sentence is","[' positive', ' negative']",1
398,"Q: Is the sentiment of this sentence positive or negative? Jessica enjoys math
A: The sentence is","[' positive', ' negative']",0
399,"Q: Is the sentiment of this sentence positive or negative? Jessica does not enjoy math
A: The sentence is","[' positive', ' negative']",1
400,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
401,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
402,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores running
A: The sentiment of the sentence is","[' positive', ' negative']",0
403,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors running
A: The sentiment of the sentence is","[' positive', ' negative']",1
404,"Q: Is the following sentence positive or negative? Jessica adores running
A: The sentence is","[' positive', ' negative']",0
405,"Q: Is the following sentence positive or negative? Jessica abhors running
A: The sentence is","[' positive', ' negative']",1
406,"Q: What is the sentiment of this sentence? Jessica adores running
A: The sentiment of the sentence is","[' positive', ' negative']",0
407,"Q: What is the sentiment of this sentence? Jessica abhors running
A: The sentiment of the sentence is","[' positive', ' negative']",1
408,"Q: Is the sentiment of this sentence positive or negative? Jessica adores running
A: The sentence is","[' positive', ' negative']",0
409,"Q: Is the sentiment of this sentence positive or negative? Jessica abhors running
A: The sentence is","[' positive', ' negative']",1
410,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
411,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
412,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
413,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
414,"Q: Is the following sentence positive or negative? Jessica adores being outside
A: The sentence is","[' positive', ' negative']",0
415,"Q: Is the following sentence positive or negative? Jessica abhors being outside
A: The sentence is","[' positive', ' negative']",1
416,"Q: What is the sentiment of this sentence? Jessica adores being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
417,"Q: What is the sentiment of this sentence? Jessica abhors being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
418,"Q: Is the sentiment of this sentence positive or negative? Jessica adores being outside
A: The sentence is","[' positive', ' negative']",0
419,"Q: Is the sentiment of this sentence positive or negative? Jessica abhors being outside
A: The sentence is","[' positive', ' negative']",1
420,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
421,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
422,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores music
A: The sentiment of the sentence is","[' positive', ' negative']",0
423,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors music
A: The sentiment of the sentence is","[' positive', ' negative']",1
424,"Q: Is the following sentence positive or negative? Jessica adores music
A: The sentence is","[' positive', ' negative']",0
425,"Q: Is the following sentence positive or negative? Jessica abhors music
A: The sentence is","[' positive', ' negative']",1
426,"Q: What is the sentiment of this sentence? Jessica adores music
A: The sentiment of the sentence is","[' positive', ' negative']",0
427,"Q: What is the sentiment of this sentence? Jessica abhors music
A: The sentiment of the sentence is","[' positive', ' negative']",1
428,"Q: Is the sentiment of this sentence positive or negative? Jessica adores music
A: The sentence is","[' positive', ' negative']",0
429,"Q: Is the sentiment of this sentence positive or negative? Jessica abhors music
A: The sentence is","[' positive', ' negative']",1
430,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
431,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
432,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
433,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
434,"Q: Is the following sentence positive or negative? Jessica adores modern art
A: The sentence is","[' positive', ' negative']",0
435,"Q: Is the following sentence positive or negative? Jessica abhors modern art
A: The sentence is","[' positive', ' negative']",1
436,"Q: What is the sentiment of this sentence? Jessica adores modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
437,"Q: What is the sentiment of this sentence? Jessica abhors modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
438,"Q: Is the sentiment of this sentence positive or negative? Jessica adores modern art
A: The sentence is","[' positive', ' negative']",0
439,"Q: Is the sentiment of this sentence positive or negative? Jessica abhors modern art
A: The sentence is","[' positive', ' negative']",1
440,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores math
A: The sentiment of the above sentence is","[' positive', ' negative']",0
441,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors math
A: The sentiment of the above sentence is","[' positive', ' negative']",1
442,"Q: Classify the sentiment of this sentence as positive or negative: Jessica adores math
A: The sentiment of the sentence is","[' positive', ' negative']",0
443,"Q: Classify the sentiment of this sentence as positive or negative: Jessica abhors math
A: The sentiment of the sentence is","[' positive', ' negative']",1
444,"Q: Is the following sentence positive or negative? Jessica adores math
A: The sentence is","[' positive', ' negative']",0
445,"Q: Is the following sentence positive or negative? Jessica abhors math
A: The sentence is","[' positive', ' negative']",1
446,"Q: What is the sentiment of this sentence? Jessica adores math
A: The sentiment of the sentence is","[' positive', ' negative']",0
447,"Q: What is the sentiment of this sentence? Jessica abhors math
A: The sentiment of the sentence is","[' positive', ' negative']",1
448,"Q: Is the sentiment of this sentence positive or negative? Jessica adores math
A: The sentence is","[' positive', ' negative']",0
449,"Q: Is the sentiment of this sentence positive or negative? Jessica abhors math
A: The sentence is","[' positive', ' negative']",1
450,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates running
A: The sentiment of the above sentence is","[' positive', ' negative']",0
451,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate running
A: The sentiment of the above sentence is","[' positive', ' negative']",1
452,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates running
A: The sentiment of the sentence is","[' positive', ' negative']",0
453,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate running
A: The sentiment of the sentence is","[' positive', ' negative']",1
454,"Q: Is the following sentence positive or negative? Jessica appreciates running
A: The sentence is","[' positive', ' negative']",0
455,"Q: Is the following sentence positive or negative? Jessica does not appreciate running
A: The sentence is","[' positive', ' negative']",1
456,"Q: What is the sentiment of this sentence? Jessica appreciates running
A: The sentiment of the sentence is","[' positive', ' negative']",0
457,"Q: What is the sentiment of this sentence? Jessica does not appreciate running
A: The sentiment of the sentence is","[' positive', ' negative']",1
458,"Q: Is the sentiment of this sentence positive or negative? Jessica appreciates running
A: The sentence is","[' positive', ' negative']",0
459,"Q: Is the sentiment of this sentence positive or negative? Jessica does not appreciate running
A: The sentence is","[' positive', ' negative']",1
460,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",0
461,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate being outside
A: The sentiment of the above sentence is","[' positive', ' negative']",1
462,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
463,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
464,"Q: Is the following sentence positive or negative? Jessica appreciates being outside
A: The sentence is","[' positive', ' negative']",0
465,"Q: Is the following sentence positive or negative? Jessica does not appreciate being outside
A: The sentence is","[' positive', ' negative']",1
466,"Q: What is the sentiment of this sentence? Jessica appreciates being outside
A: The sentiment of the sentence is","[' positive', ' negative']",0
467,"Q: What is the sentiment of this sentence? Jessica does not appreciate being outside
A: The sentiment of the sentence is","[' positive', ' negative']",1
468,"Q: Is the sentiment of this sentence positive or negative? Jessica appreciates being outside
A: The sentence is","[' positive', ' negative']",0
469,"Q: Is the sentiment of this sentence positive or negative? Jessica does not appreciate being outside
A: The sentence is","[' positive', ' negative']",1
470,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates music
A: The sentiment of the above sentence is","[' positive', ' negative']",0
471,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate music
A: The sentiment of the above sentence is","[' positive', ' negative']",1
472,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates music
A: The sentiment of the sentence is","[' positive', ' negative']",0
473,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate music
A: The sentiment of the sentence is","[' positive', ' negative']",1
474,"Q: Is the following sentence positive or negative? Jessica appreciates music
A: The sentence is","[' positive', ' negative']",0
475,"Q: Is the following sentence positive or negative? Jessica does not appreciate music
A: The sentence is","[' positive', ' negative']",1
476,"Q: What is the sentiment of this sentence? Jessica appreciates music
A: The sentiment of the sentence is","[' positive', ' negative']",0
477,"Q: What is the sentiment of this sentence? Jessica does not appreciate music
A: The sentiment of the sentence is","[' positive', ' negative']",1
478,"Q: Is the sentiment of this sentence positive or negative? Jessica appreciates music
A: The sentence is","[' positive', ' negative']",0
479,"Q: Is the sentiment of this sentence positive or negative? Jessica does not appreciate music
A: The sentence is","[' positive', ' negative']",1
480,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",0
481,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate modern art
A: The sentiment of the above sentence is","[' positive', ' negative']",1
482,"Q: Classify the sentiment of this sentence as positive or negative: Jessica appreciates modern art
A: The sentiment of the sentence is","[' positive', ' negative']",0
483,"Q: Classify the sentiment of this sentence as positive or negative: Jessica does not appreciate modern art
A: The sentiment of the sentence is","[' positive', ' negative']",1
484,"Q: Is the following sentence positive or negative? Jessica appreciates modern art
A: The sentence is","[' positive', ' negative']",0
485,"Q: Is the following sentence positive or negative? Jessica does not appreciate modern art
A: The sentence is","[' positive', ' negative']",1
